Name,RA,DEC,Dist,frequency
HD   2726,7.6095876720499716,-48.21526713065239,89.80970001220703,855.5
HD 202244,318.63546484844545,-0.9812364340868792,273.1642150878906,855.5
RX J2137.6+0137,324.41783640012886,1.6201909639896472,35.9114137246241,855.5
V* AF Psc,352.9376079423676,-2.7446366226582546,34.92729882749058,855.5
RX J2137.6+0137,324.41783640012886,1.6201909639896472,35.9114137246241,855.5
V* AF Psc,352.9376079423676,-2.7446366226582546,34.92729882749058,855.5
G   9-38A,134.5628120833333,19.763405,5.150807929977857,855.5
G   9-38A,134.5628120833333,19.763405,5.150807929977857,855.5
V* AF Psc,352.9376079423676,-2.7446366226582546,34.92729882749058,855.5
G   9-38A,134.5628120833333,19.763405,5.150807929977857,855.5
G   9-38A,134.5628120833333,19.763405,5.150807929977857,855.5
V* FF Aqr,330.1519124765948,-2.740842056905452,204.9441070556641,855.5
G   9-38A,134.5628120833333,19.763405,5.150807929977857,855.5
V* FF Aqr,330.1519124765948,-2.740842056905452,204.9441070556641,855.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,855.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* bet Per,47.04221833333333,40.95564666666667,27.570995312930798,887.5
V* V503 Hya,132.33255791666664,5.874885833333334,182.89560318969933,887.5
G 131-26,2.2244339331135268,20.83928477475293,18.09774592574495,887.5
G 131-26,2.2244339331135268,20.83928477475293,18.09774592574495,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* BH CVn,203.6996807618988,37.182371955123614,46.88826058619704,887.5
V* BH CVn,203.6996807618988,37.182371955123614,46.88826058619704,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
G  41-14,134.73467,8.473907777777779,6.804109682248078,887.5
G  41-14,134.73467,8.473907777777779,6.804109682248078,887.5
G  41-14,134.73467,8.473907777777779,6.804109682248078,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
V* CS Cet,16.70409486754384,-22.85625726533498,93.49109649658205,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
RX J0143.7-0602,25.938336565497654,-6.044620735641335,21.38109970092773,887.5
LEHPM 2-783,304.9573471563971,-58.28012185634601,16.35044898332908,887.5
LEHPM 2-783,304.9573471563971,-58.28012185634601,16.35044898332908,887.5
V* FF Aqr,330.1519124765948,-2.740842056905452,204.9441070556641,887.5
V* FF Aqr,330.1519124765948,-2.740842056905452,204.9441070556641,887.5
V* FF Aqr,330.1519124765948,-2.740842056905452,204.9441070556641,887.5
RX J0817.7-8243,124.41123926434372,-82.72453613172969,26.53829210167351,887.5
HD 119022,205.7858383073601,-69.12771834316395,123.15270935960592,887.5
HD 119022,205.7858383073601,-69.12771834316395,123.15270935960592,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
V* sig Gem,115.82803166666666,28.88350861111111,36.871796762656246,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
V* BI Cet,20.7090531400849,0.7109922107937554,62.256034166111554,887.5
RX J2137.6+0137,324.41783640012886,1.6201909639896472,35.9114137246241,887.5
RX J2137.6+0137,324.41783640012886,1.6201909639896472,35.9114137246241,887.5
RX J2137.6+0137,324.41783640012886,1.6201909639896472,35.9114137246241,887.5
Gaia DR3 2505549337686811392,25.99181068293588,-1.8250824240363064,40.26089859008789,887.5
StKM 1-2018A,338.34528208518947,-9.614922668293527,26.138802267802483,887.5
V* FG Aqr,334.3269747930502,-8.804702900332636,11.051030342814013,887.5
V* FG Aqr,334.3269747930502,-8.804702900332636,11.051030342814013,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* CS Cet,16.70409486754384,-22.85625726533498,93.49109649658205,887.5
V* CS Cet,16.70409486754384,-22.85625726533498,93.49109649658205,887.5
V* CS Cet,16.70409486754384,-22.85625726533498,93.49109649658205,887.5
V* EQ Peg B,352.9716753030632,19.937313746866927,6.2535762639259325,887.5
V* II Peg,358.76979425420905,28.633832306526543,39.12439601713648,887.5
V* OU And,357.4206611293978,36.42506931220349,140.22959899902344,887.5
Ross  776,319.02526757391206,29.86431792811961,19.70055161544523,887.5
V* CS Cet,16.70409486754384,-22.85625726533498,93.49109649658205,887.5
UPM J2224-5826,336.1020654088805,-58.4372924747797,15.845098318835069,887.5
CD-64  1208,281.40458007645026,-64.86343307213502,28.44294771332922,887.5
BD+21    20A,4.373231619212489,22.003256079562306,195.68980407714844,887.5
* del And B,9.824437133897437,30.864458377662235,32.341631117823795,887.5
SCR J1845-6357,281.29804386226,-63.96056736658412,4.0053655877413386,887.5
V* FF Aqr,330.1519124765948,-2.740842056905452,204.9441070556641,887.5
HD 202244,318.63546484844545,-0.9812364340868792,273.1642150878906,887.5
HD 202244,318.63546484844545,-0.9812364340868792,273.1642150878906,887.5
HD 202244,318.63546484844545,-0.9812364340868792,273.1642150878906,887.5
RX J2137.6+0137,324.41783640012886,1.6201909639896472,35.9114137246241,887.5
RX J2137.6+0137,324.41783640012886,1.6201909639896472,35.9114137246241,887.5
G 272-61,24.75605375,-17.950568055555554,2.6666666666666665,887.5
StKM 1-2018,338.34441374999994,-9.614926944444443,,887.5
G  89-32,114.10571718789338,7.077276549440316,8.504124500382686,887.5
SCR J0103-5515,15.89929865424943,-55.26584034118928,47.21435316336167,887.5
WT 460,212.99539892266264,-41.539721990460095,9.113087030892457,887.5
WT 460,212.99539892266264,-41.539721990460095,9.113087030892457,887.5
V* HR Psc,24.115884166666664,25.143225,218.842324105482,887.5
HD  50044,102.695631552219,-14.741916578118015,251.93130493164065,887.5
UPM J2224-5826,336.1020654088805,-58.4372924747797,15.845098318835069,887.5
1RXS J001650.6-071013,4.208590507092514,-7.170961004436129,71.21980285644531,887.5
1RXS J001650.6-071013,4.208590507092514,-7.170961004436129,71.21980285644531,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* SZ Psc,348.3491821413064,2.675562277711697,112.4437026977539,887.5
V* YZ CMi,116.1658359308822,3.5504844454883244,5.9791998863220215,887.5
V* YZ CMi,116.1658359308822,3.5504844454883244,5.9791998863220215,887.5
V* EI Eri,62.420554633310864,-7.892370797022711,54.40814816426908,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
1RXS J061542.9-072339,93.92668468794776,-7.396035301151579,237.06300354003903,887.5
1RXS J061542.9-072339,93.92668468794776,-7.396035301151579,237.06300354003903,887.5
V* V503 Hya,132.33255791666664,5.874885833333334,182.89560318969933,887.5
V* UX Ari,51.647398333333335,28.715062777777774,50.54691764896177,887.5
V* UX Ari,51.647398333333335,28.715062777777774,50.54691764896177,887.5
V* V358 Boo,216.4827808139271,14.202674465419276,156.99879455566406,887.5
V* VY Ari,42.18220291666666,31.11516444444445,41.49325942000722,887.5
SCR J2241-6119A,340.4362723950472,-61.32570605971657,28.412723217456776,887.5
SCR J2241-6119A,340.4362723950472,-61.32570605971657,28.412723217456776,887.5
SCR J2241-6119A,340.4362723950472,-61.32570605971657,28.412723217456776,887.5
V* R CMa,109.86817814451368,-16.395865810285567,43.3656005859375,887.5
SCR J0103-5515,15.89929865424943,-55.26584034118928,47.21435316336167,887.5
SCR J0103-5515,15.89929865424943,-55.26584034118928,47.21435316336167,887.5
G 165-61,214.2589179789399,31.712410442146457,16.666666666666668,887.5
V* V833 Tau,69.20100874999999,27.132191111111112,17.39514640624973,887.5
V* V833 Tau,69.20100874999999,27.132191111111112,17.39514640624973,887.5
V* EQ Peg A,352.97012375450475,19.93699282660293,6.263176156839952,887.5
V* EQ Peg B,352.9716753030632,19.937313746866927,6.2535762639259325,887.5
RX J0711.2-2117A,107.82001459728738,-21.29880090486941,19.860657626095318,887.5
RX J0711.2-2117A,107.82001459728738,-21.29880090486941,19.860657626095318,887.5
V* YZ CMi,116.1658359308822,3.5504844454883244,5.9791998863220215,887.5
V* YZ CMi,116.1658359308822,3.5504844454883244,5.9791998863220215,887.5
V* YZ CMi,116.1658359308822,3.5504844454883244,5.9791998863220215,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
WT 460,212.99539892266264,-41.539721990460095,9.113087030892457,887.5
HD 210547A,333.2498411263321,-61.981355187880574,171.8448028564453,887.5
SCR J2241-6119A,340.4362723950472,-61.32570605971657,28.412723217456776,887.5
SCR J2241-6119A,340.4362723950472,-61.32570605971657,28.412723217456776,887.5
SCR J2241-6119A,340.4362723950472,-61.32570605971657,28.412723217456776,887.5
SCR J2241-6119A,340.4362723950472,-61.32570605971657,28.412723217456776,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
Gaia DR3 3068506094341647616,119.53431942661976,-4.613231406471316,,887.5
Gaia DR3 3068506094341647616,119.53431942661976,-4.613231406471316,,887.5
Gaia DR3 3068506094341647616,119.53431942661976,-4.613231406471316,,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
UCAC4 124-057409,183.1098595662969,-65.33978594673574,104.68879699707033,887.5
UCAC4 124-057409,183.1098595662969,-65.33978594673574,104.68879699707033,887.5
UCAC4 124-057409,183.1098595662969,-65.33978594673574,104.68879699707033,887.5
Gaia DR3 3068506094341647616,119.53431942661976,-4.613231406471316,,887.5
Gaia DR3 3068506094341647616,119.53431942661976,-4.613231406471316,,887.5
Gaia DR3 3068506094341647616,119.53431942661976,-4.613231406471316,,887.5
Gaia DR3 3068506094341647616,119.53431942661976,-4.613231406471316,,887.5
V* GK Hya,127.7052518075816,2.274101694513228,226.35899353027344,887.5
ASAS J073522+0047.2,113.84299612732774,0.7844705794759429,293.55889892578125,887.5
UCAC4 124-057409,183.1098595662969,-65.33978594673574,104.68879699707033,887.5
UCAC4 124-057409,183.1098595662969,-65.33978594673574,104.68879699707033,887.5
Gaia DR3 6077506851305480960,186.25594684813308,-52.27074890736616,100.00759887695312,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
HD  54662,107.33436068593406,-10.346551401559852,1381.5971262779774,887.5
CD-38 11343A,254.20268899770025,-39.09440697481273,15.714099884033203,887.5
Gaia DR3 6077506851305480960,186.25594684813308,-52.27074890736616,100.00759887695312,887.5
Gaia DR3 6077506851305480960,186.25594684813308,-52.27074890736616,100.00759887695312,887.5
Gaia DR3 6077506851305480960,186.25594684813308,-52.27074890736616,100.00759887695312,887.5
1RXS J032145.2-034320,50.444592413312606,-3.726595622869778,463.8552856445313,887.5
LP  476-207 A,75.49514106880602,9.98252583775703,23.717199325561523,887.5
HD 147932,246.39613690149324,-23.40531652998211,123.19974374453302,887.5
V* EI Eri,62.420554633310864,-7.892370797022711,54.40814816426908,887.5
SCR J0103-5515,15.89929865424943,-55.26584034118928,47.21435316336167,887.5
SCR J0103-5515,15.89929865424943,-55.26584034118928,47.21435316336167,887.5
G 275-23,349.101676026194,-31.84346133014019,38.89630126953125,887.5
Gaia DR3 6569856995605449344,333.5969900721959,-41.87291667861283,,887.5
UCAC3 89-412162,320.5731045214933,-45.775304399503874,31.600069520152942,887.5
2MASS J20390476-4117390,309.7702826436394,-41.294394654565394,38.88890075683594,887.5
SCR J1928-3634,292.1405142812056,-36.57702997871573,25.13940048217773,887.5
V* FI Cnc,128.07225291666666,29.319310833333333,206.67989417989415,887.5
HD  77653A,135.43564333333333,-52.18868916666666,,887.5
HD  77653A,135.43564333333333,-52.18868916666666,,887.5
HD  77653A,135.43564333333333,-52.18868916666666,,887.5
HD  77653A,135.43564333333333,-52.18868916666666,,887.5
HD  77653A,135.43564333333333,-52.18868916666666,,887.5
HD  77653A,135.43564333333333,-52.18868916666666,,887.5
RX J0419.2-7120,64.80626,-71.35312888888889,,887.5
V* EI Eri,62.420554633310864,-7.892370797022711,54.40814816426908,887.5
V* EI Eri,62.420554633310864,-7.892370797022711,54.40814816426908,887.5
V* EI Eri,62.420554633310864,-7.892370797022711,54.40814816426908,887.5
V* EI Eri,62.420554633310864,-7.892370797022711,54.40814816426908,887.5
V* EI Eri,62.420554633310864,-7.892370797022711,54.40814816426908,887.5
V* V2130 Oph,247.13615259242036,-24.379294098035768,138.09484353854228,887.5
V* V2130 Oph,247.13615259242036,-24.379294098035768,138.09484353854228,887.5
CD-38 11343A,254.20268899770025,-39.09440697481273,15.714099884033203,887.5
CD-38 11343A,254.20268899770025,-39.09440697481273,15.714099884033203,887.5
HD 156097,259.2414785467645,-31.151204562282857,114.84259796142578,887.5
UPM J1605-4947,241.289897795576,-49.79967353527324,16.141138111648253,887.5
UPM J1605-4947,241.289897795576,-49.79967353527324,16.141138111648253,887.5
SCR J1217-3557,184.48145842220043,-35.95397488028569,39.64649963378906,887.5
Gaia DR3 3531972029519928320,167.0635347200972,-28.234885048884497,207.1387939453125,887.5
Gaia DR3 3531972029519928320,167.0635347200972,-28.234885048884497,207.1387939453125,887.5
HD 251108,91.0624784561563,12.764171043053423,496.560791015625,887.5
HD 250174,90.19227302498544,26.70334855951773,424.1422119140625,887.5
UPM J1605-4947,241.289897795576,-49.79967353527324,16.141138111648253,887.5
